Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
what is liquididation,9,9,1000,49,0.00,https://navan.com/resources/glossary/what-is-liquidation,5,0,0.00,0,111000000,"[100,0]",2024-12-27,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
work retreat locations,1,1,40,13,6.30,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,5,0,31.00,0.51,119000000,"[36,27,27,18,27,36,36,45,36,45,45,63]",2025-01-01,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
airporthub,5,5,210,18,0.00,https://navan.com/resources/glossary/what-is-hub-airport,5,0,0.00,0,507000,"[81,65,81,53,65,65,65,65,65,28,34,53]",2024-12-11,"Knowledge panel, Reviews, Image, People also ask, Related searches",informational,Organic
travel expense management,6,6,260,59,37.98,https://navan.com/,5,0,189.00,0.17,132000000,"[66,81,81,66,29,54,22,54,66,54,54,66]",2024-12-28,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
seat assignment,1,1,170,51,0.00,https://navan.com/resources/glossary/what-is-seat-assignment,5,0,0.00,0.1,244000000,"[14,14,17,14,17,17,17,17,14,17,17,21]",2024-12-25,"Image pack, Sitelinks, Video, People also ask, Related searches, See results about",informational,Organic
what is connected flight,5,5,260,29,0.00,https://navan.com/resources/glossary/what-is-connection-flight,5,0,0.00,0,247000000,"[66,81,3,3,66,81,81,100,81,3,3,3]",2025-01-07,"Knowledge panel, Image pack, Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
sundry expenses,5,5,260,24,0.00,https://navan.com/resources/glossary/what-is-sundry-expenses,5,0,0.00,0,3280000,"[65,65,81,81,65,100,65,100,65,65,65,65]",2025-01-02,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
corporate retreat locations usa,2,2,40,18,8.07,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,5,0,40.00,0.42,87800000,"[4,2,4,3,3,7,4,3,5,3,3,2]",2024-12-23,"Local pack, Image pack, Video, Featured snippet, Related searches, Discussions and forums",commercial,Organic
electronic ticketing,7,7,1000,25,0.54,https://navan.com/resources/glossary/what-is-electronic-ticket,5,0,2.00,0.07,162000000,"[45,30,81,62,55,62,81,62,62,55,36,100]",2024-12-25,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know",informational,Organic
navan customer service,5,5,590,20,0.00,https://navan.com/,5,0,0.00,0,69,"[44,81,81,54,54,44,44,81,67,81,100,67]",2025-01-04,"Sitelinks, Related searches","navigational, transactional",Organic
tripactions login,3,3,70,33,0.00,https://navan.com/product/expense-management,5,0,0.00,0,14200,"[2,2,2,3,4,1,1,1,1,1,0,0]",2024-12-12,"Image pack, Sitelinks, Reviews, Video, Related searches","navigational, transactional",Organic
whats liquidation,4,4,210,53,0.00,https://navan.com/resources/glossary/what-is-liquidation,5,0,0.00,0,39800000,"[4,4,18,22,18,100,43,54,81,66,35,54]",2024-12-26,"Instant answer, Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
do you add back inventory in cashflow statement,10,10,1000,35,0.00,https://navan.com/blog/insights-trends/understanding-the-cash-flow-statement,5,0,0.00,0,11000000,"[100,0,0]",2025-01-06,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
what is a codeshare flight,6,6,260,42,0.00,https://navan.com/resources/glossary/what-is-codeshare-flight,5,0,0.00,0,13800000,"[66,82,66,28,100,100,66,82,66,17,23,82]",2025-01-05,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
lcc airline,4,4,210,44,0.65,https://navan.com/resources/glossary/low-cost-carrier,5,0,3.00,0.04,3890000,"[43,43,35,35,35,35,43,43,35,100,54,35]",2025-01-07,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
fare class,5,5,170,48,0.00,https://navan.com/resources/glossary/what-is-fare-class,5,0,0.00,0.01,210000000,"[7,28,53,12,100,43,43,43,53,53,43,35]",2024-12-24,"Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
itemized receipt example,7,7,390,22,1.59,https://navan.com/resources/glossary/itemized-receipt,5,0,7.00,0.15,1240000,"[66,54,81,81,81,81,81,81,66,66,66,66]",2025-01-02,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
global distribution system,7,7,1000,33,3.81,https://navan.com/resources/glossary/gds-global-distribution-system,5,0,19.00,0.11,930000000,"[55,67,100,76,76,76,76,67,67,67,55,67]",2024-12-30,"Knowledge panel, Sitelinks, Reviews, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Organic
best places for corporate retreats,1,1,40,7,8.02,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,5,0,40.00,0.62,48700000,"[45,45,45,45,45,27,18,45,18,36,36,63]",2025-01-01,"Reviews, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
recurring expense,1,1,40,31,6.87,https://navan.com/resources/glossary/what-is-recurring-expense,5,0,34.00,0.03,61400000,"[29,23,41,29,11,41,17,17,23,23,17,29]",2024-12-18,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
whats a cost center,4,4,210,30,0.00,https://navan.com/resources/glossary/what-is-cost-center,5,0,0.00,0,2980000000,"[14,14,14,54,54,35,35,100,54,35,35,29]",2024-12-23,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
expense manager application,9,9,720,54,5.25,https://navan.com/blog/business-travel-management/expense-manager-apps-the-secret-weapon-of-modern-business,5,0,26.00,0.46,109000000,"[0,6,3,100,100,100,76,67,76,76,45,55]",2024-12-26,"Carousel, Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",transactional,Organic
whats a redeye flight,8,8,390,16,0.89,https://navan.com/resources/glossary/what-is-red-eye-flight,5,0,4.00,0,776000,"[65,0,2,3,0,3,65,5,4,3,3,16]",2024-12-25,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
itemized receipts,9,9,590,23,2.37,https://navan.com/blog/insights-trends/what-is-an-itemized-receipt,4,0,9.00,0.07,8760000,"[8,30,13,41,10,10,100,10,13,8,7,36]",2025-01-03,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
what is a travel voucher,3,3,170,28,0.00,https://navan.com/resources/glossary/what-is-travel-voucher,4,0,0.00,0,302000000,"[43,43,53,43,43,53,43,53,53,66,35,35]",2024-12-26,"Video, People also ask, Related searches, AI overview",informational,Organic
capitalization finance definition,5,5,170,46,0.00,https://navan.com/resources/glossary/what-is-capitalization,4,0,0.00,0,4860000,"[0,0,0,0,0,0,0,0,0,0,100,0]",2024-12-12,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
ndc travel,6,6,210,23,6.08,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,4,0,24.00,0.07,7780000,"[65,43,65,65,81,81,81,53,53,43,53,53]",2024-12-31,"Video, Image, People also ask, Related searches, Ads middle",informational,Organic
b2b travel booking,8,8,170,59,61.63,https://navan.com/,4,0,246.00,0.03,28,"[54,10,22,43,54,54,54,29,54,22,22,29]",2024-12-30,"Sitelinks, Ads top, Related searches",commercial,Organic
ems booking,7,7,140,65,2.14,https://navan.com/,4,0,8.00,0.94,27,"[34,43,34,34,28,34,34,34,65,100,81,53]",2025-01-04,"Sitelinks, Reviews, Related searches",commercial,Organic
expenses report,10,10,880,33,7.52,https://navan.com/resources/glossary/what-is-expense-report,4,0,30.00,0.27,1120000000,"[30,44,34,44,44,20,11,20,30,20,16,30]",2024-12-31,"Image pack, Reviews, Video, Ads top, People also ask, Related searches",informational,Organic
vehicle allowance,5,5,210,16,5.84,https://navan.com/resources/glossary/car-allowance,4,0,23.00,0.06,115000000,"[80,80,100,80,80,80,100,65,80,100,80,80]",2024-12-23,"Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
navan expense management,2,2,170,28,97.06,https://navan.com/,4,0,388.00,0.35,48,"[34,34,43,34,43,43,65,43,43,53,100,53]",2024-12-15,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches",transactional,Organic
what is ticket change fee,7,7,260,48,0.00,https://navan.com/resources/glossary/what-is-change-fee,4,0,0.00,0,288000000,"[100,0,0,0,0,0]",2024-12-16,"Image pack, Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
what is expense accrual,5,5,210,43,0.05,https://navan.com/resources/glossary/what-is-expense-accrual,4,0,0.00,0,7360000,"[100,21,21,100,81,81,100,43,53,53,53,53]",2024-12-23,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
currency exchange definition,5,5,170,64,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,4,0,0.00,0,78000000,"[23,12,19,36,15,10,10,4,4,5,10,100]",2024-12-28,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
low-cost carrier,5,5,170,46,0.93,https://navan.com/resources/glossary/low-cost-carrier,4,0,3.00,0.08,411000000,"[6,5,4,6,23,36,36,29,19,4,66,81]",2024-12-13,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, Things to know",informational,Organic
ndc airline,5,5,210,23,4.42,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,4,0,17.00,0.06,1190000,"[35,28,43,53,66,66,53,66,53,53,66,17]",2024-12-26,"Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
what is a skycap,4,4,260,36,0.00,https://navan.com/resources/glossary/what-is-skycap,4,0,0.00,0,69200,"[35,54,44,8,44,54,44,44,44,44,44,35]",2024-12-23,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
what is an airport code,6,6,210,40,0.00,https://navan.com/resources/glossary/what-is-airport-code,4,0,0.00,0,1190000000,"[65,80,65,65,80,100,100,80,65,65,65,65]",2024-12-20,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
hotel codes corporate,8,8,320,26,14.08,https://navan.com/blog/business-travel-management/corporate-hotel-discount-codes,4,0,56.00,0.3,110000000,"[21,21,48,59,100,21,26,32,26,17,17,26]",2024-12-29,"Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
what is capitalisation,4,4,170,51,3.50,https://navan.com/resources/glossary/what-is-capitalization,4,0,14.00,0,25300000,"[15,100,23,44,35,23,8,28,28,0,0,0]",2025-01-03,"Instant answer, Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
ndc airlines,5,5,170,23,4.42,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,4,0,17.00,0.06,2170000,"[43,34,43,53,53,81,65,43,43,53,43,43]",2024-12-30,"Reviews, Image, People also ask, Related searches",informational,Organic
what does tmc stand for,6,6,260,28,0.00,https://navan.com/blog/business-travel-management/what-is-a-tmc-and-why-do-companies-need-one,4,0,0.00,0,10200000,"[26,21,32,26,26,26,26,26,32,21,21,32]",2024-12-29,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
aircraft emergency exit,4,4,170,32,0.00,https://navan.com/resources/glossary/what-is-emergency-exit-row,4,0,0.00,0,11400000,"[18,18,100,11,28,28,23,18,23,18,18,15]",2024-12-16,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
define leisure travel,4,4,170,32,0.00,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,4,0,0.00,0,53400000,"[33,100,80,52,80,80,100,100,100,80,52,80]",2024-12-18,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is a frequent flyer number,9,9,480,27,0.00,https://navan.com/resources/glossary/frequent-flyer-number,4,0,0.00,0,15400000,"[36,36,67,44,54,81,54,23,100,67,54,67]",2024-12-25,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
whats duty free,9,9,480,42,0.00,https://navan.com/resources/glossary/what-is-duty-free,4,0,0.00,0,889000000,"[2,4,7,5,5,0,100,36,16,24,20,20]",2024-12-14,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ultra low cost carrier,6,6,210,28,0.46,https://navan.com/resources/glossary/low-cost-carrier,4,0,1.00,0.06,72900000,"[43,43,53,53,53,43,28,53,43,35,53,66]",2024-12-16,"Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums",informational,Organic
travel expenditure format,4,4,110,20,3.85,https://navan.com/blog/insights-trends/travel-expense-report-template,4,0,15.00,0.34,46400000,"[66,66,80,42,100,42,33,42,52,42,33,33]",2024-12-25,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",informational,Organic
auto rental agreement,10,10,590,36,1.37,https://navan.com/resources/glossary/car-rental-agreement,4,0,5.00,1,81600000,"[23,29,81,44,54,100,81,81,81,100,54,15]",2024-12-28,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",commercial,Organic
low cost carrier,4,4,320,46,0.93,https://navan.com/resources/glossary/low-cost-carrier,4,0,3.00,0.08,419000000,"[14,26,26,11,39,48,59,14,39,14,59,17]",2024-12-13,"Knowledge panel, Sitelinks, Image, People also ask, Related searches, Things to know","commercial, informational",Organic
navan all in one solution,3,3,590,15,0.00,https://navan.com/blog/customer-experience/best-expense-reporting-software-for-small-business,4,0,0.00,0,430000,"[100,0,0,0,0,0]",2025-01-04,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches","informational, transactional",Organic
airline seat measurements,5,5,210,34,0.00,https://navan.com/resources/glossary/what-is-seat-width,4,0,0.00,0,797000,"[12,6,5,81,100,36,29,23,19,23,12,15]",2024-12-16,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
van.com,6,14,140,64,2.60,https://navan.com/,4,0,10.00,1,9070000000,"[3,2,2,2,2,2,1,3,4,2,2,3]",2025-01-07,"Image pack, Sitelinks, Reviews, Ads middle",informational,Organic
digital ticket,7,7,260,15,4.09,https://navan.com/resources/glossary/what-is-electronic-ticket,4,0,16.00,0.3,1560000000,"[29,43,54,81,81,66,81,66,81,100,14,29]",2024-12-24,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
airline seating assignments,8,8,880,57,0.00,https://navan.com/resources/glossary/what-is-seat-assignment,4,0,0.00,0,80200000,"[100,0]",2025-01-07,"Image pack, Sitelinks, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
allowance baggage,7,7,320,70,0.63,https://navan.com/resources/glossary/baggage-allowance,4,0,2.00,0.01,52500000,"[23,100,81,15,44,12,19,23,23,19,19,29]",2024-12-25,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
new distribution capability,4,4,170,22,3.82,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,4,0,15.00,0.07,165000000,"[43,43,43,53,81,65,65,43,43,43,53,81]",2025-01-01,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
navan signup,2,2,170,15,0.00,https://navan.com/,4,0,0.00,0,528000,"[15,28,65,100]",2025-01-03,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches",informational,Organic
what are connecting flights,7,7,260,37,0.00,https://navan.com/resources/glossary/what-is-connection-flight,4,0,0.00,0,155000000,"[18,18,81,35,35,54,35,44,66,100,28,28]",2024-12-17,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
navan customer service,7,7,590,20,0.00,https://navan.com/resources,4,0,0.00,0,69,"[44,81,81,54,54,44,44,81,67,81,100,67]",2025-01-04,"Sitelinks, Related searches","navigational, transactional",Organic
itemize receipt,5,5,210,19,2.37,https://navan.com/blog/insights-trends/what-is-an-itemized-receipt,4,0,9.00,0.07,1550000,"[14,14,21,14,17,39,26,48,17,21,32,11]",2024-12-26,"Reviews, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
expense claim,4,4,170,20,6.03,https://navan.com/resources/glossary/what-is-expense-claim,4,0,24.00,0.04,174000000,"[65,65,53,53,53,53,65,43,53,34,43,65]",2025-01-02,"Image pack, Video, Featured snippet, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
what is travel itinerary,9,9,480,35,0.00,https://navan.com/uk/resources/glossary/what-is-travel-itinerary,4,0,0.00,0,224000000,"[13,100,36,62,36,16,16,45,13,13,10,30]",2025-01-04,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
foreign currency exchange meaning,4,4,170,62,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,4,0,0.00,0,46400000,"[100,80,65,65,65,65,80,42,53,65,65,65]",2024-12-18,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
work trip packing,4,4,70,23,0.00,https://navan.com/blog/traveler-experience/what-to-pack-for-a-business-trip-in-the-u-s,4,0,0.00,0.1,58000000,"[64,14,14,50,14,100,100,14,28,100,14,14]",2025-01-06,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
reimburseable,7,7,320,21,2.74,https://navan.com/resources/glossary/what-is-reimbursable-expense,4,0,10.00,0,23300000,"[27,7,1,13,20,0,1,1,4,4,0,13]",2024-12-26,"Reviews, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
b2b travel services,3,5,140,21,28.22,https://navan.com/blog/insights-trends/the-7-best-b2b-travel-solutions-for-corporate-efficiency,4,0,112.00,0.42,95600000,"[14,54,18,43,35,43,22,43,18,18,22,8]",2025-01-07,"Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
define duty free,10,10,590,45,0.00,https://navan.com/resources/glossary/what-is-duty-free,4,0,0.00,0,363000000,"[20,3,8,16,54,13,24,100,16,16,5,5]",2024-12-29,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
business travel management app,4,4,170,43,87.46,https://navan.com/,4,0,349.00,0.2,847000000,"[5,9,29,29,36,29,29,36,19,23,23,2]",2025-01-03,"Knowledge panel, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
corporate travel platforms,6,6,140,63,88.87,https://navan.com/,4,0,355.00,0.33,477000000,"[26,15,53,100,80,80,53,42,34,34,53,80]",2024-12-27,"Sitelinks, Reviews, Image, Related searches, Discussions and forums, Ads middle",commercial,Organic
corporate discount codes,6,6,140,33,16.21,https://navan.com/blog/business-travel-management/corporate-hotel-discount-codes,4,0,64.00,0.2,225000000,"[15,11,15,15,23,18,18,23,28,18,44,23]",2024-12-31,"Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
cost centre,6,6,480,35,3.34,https://navan.com/uk/resources/glossary/what-is-cost-centre,3,0,10.00,0,2220000000,"[14,9,11,21,100,59,72,17,21,59,48,100]",2024-12-16,"Knowledge panel, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Things to know, AI overview",informational,Organic
define rack rate,7,7,210,20,0.00,https://navan.com/resources/glossary/rack-rate,3,0,0.00,0,22300000,"[23,23,66,43,66,53,35,82,43,100,53,66]",2024-12-18,"Image pack, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
travel policy template,10,10,170,18,3.76,https://navan.com/blog/insights-trends/travel-policy-template-download,3,0,11.00,0.3,409000000,"[80,80,65,80,65,65,65,65,80,80,65,65]",2024-12-23,"Image pack, Reviews, Related searches","commercial, informational",Organic
what is a trip itinerary,8,8,390,36,0.00,https://navan.com/uk/resources/glossary/what-is-travel-itinerary,3,0,0.00,0,164000000,"[12,12,100,66,81,66,81,66,100,9,36,19]",2024-12-23,"Knowledge panel, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
navan app download,3,3,40,15,400.00,https://navan.com/,3,0,1200.00,0.03,315000,"[0,18,18,18,100]",2024-12-12,"Sitelinks, Reviews, Video, Ads top, People also ask, Related searches",commercial,Organic
finance capitalized,5,36,140,35,0.65,https://navan.com/resources/glossary/what-is-capitalization,3,0,1.00,0.01,10300000,"[23,10,53,82,66,43,0,12,53,82,2,0]",2025-01-07,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
navanco,2,2,50,9,0.00,https://navan.com/,3,0,0.00,0,630000,"[9,9,9,9,9,9,42,9,23,9,100,42]",2024-12-30,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, Related searches",informational,Organic
airline seat dimensions,8,8,390,47,0.00,https://navan.com/resources/glossary/what-is-seat-width,3,0,0.00,0,4220000,"[0,44,66,100,36,81,66,66,54,44,44,44]",2024-12-19,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
navan integration with ramp,8,8,590,13,0.00,https://navan.com/resources/compare/navan-vs-concur,3,0,0.00,0,90,"[100,0,0,0]",2024-12-31,"Image pack, Sitelinks, Reviews, Video, Ads top, Related searches",transactional,Organic
cap expense,4,4,260,49,0.06,https://navan.com/resources/glossary/what-is-capital-expense-capex,3,0,0.00,0,1220000000,"[1,0,0,0,0,0,3,3,3,100,0,0]",2024-12-28,"Knowledge panel, Sitelinks, Reviews, Featured snippet, Video Carousel, People also ask, Related searches, Things to know",informational,Organic
business travel provider,8,8,170,85,75.45,https://navan.com/,3,0,226.00,0.05,642000000,"[1,1,11,0,1,26,21,14,100,7,9,7]",2024-12-31,"Local pack, Sitelinks, Ads bottom, Related searches, Discussions and forums",informational,Organic
idl license,6,6,170,45,1.05,https://navan.com/resources/glossary/international-drivers-license,3,0,3.00,0.26,8320000,"[66,80,80,66,66,80,80,100,100,100,100,80]",2024-12-23,"Sitelinks, Reviews, People also ask, Related searches, See results about",informational,Organic
business travel and expense management,3,3,40,34,82.75,https://navan.com/,3,0,248.00,0.41,111000000,"[22,77,100,22,22,22,22,44,22,22,55,55]",2024-12-16,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches, Discussions and forums, Ads middle",commercial,Organic
travel and expense management,9,9,390,69,37.98,https://navan.com/,3,0,113.00,0.17,131000000,"[100,66,54,44,54,66,54,44,66,66,54,66]",2024-12-21,"Image pack, Sitelinks, Reviews, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
group retreat locations,1,1,50,17,4.84,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,3,0,14.00,0.49,56200000,"[45,18,18,18,18,18,45,81,45,100,45,63]",2025-01-01,"Local pack, Image pack, Reviews, Related searches, Discussions and forums",commercial,Organic
tmc meaning,10,10,720,31,0.00,https://navan.com/blog/business-travel-management/what-is-a-tmc-and-why-do-companies-need-one,3,0,0.00,0,17100000,"[10,10,10,10,13,10,13,13,18,13,13,13]",2025-01-01,"Video, People also ask, Related searches, AI overview",informational,Organic
travel policy template free,2,2,30,13,6.21,https://navan.com/blog/insights-trends/travel-policy-template-download,3,0,18.00,0.34,300000000,"[27,18,18,27,27,18,27,27,18,18,27,45]",2024-12-16,"Image pack, Reviews, Image, Related searches",informational,Organic
carlos delatorre,6,6,90,16,0.00,https://navan.com/about/press/carlos-delatorre-joins-tripactions-as-cro,3,0,0.00,0.01,42800000,"[52,66,52,52,42,52,33,33,23,33,42,33]",2025-01-04,"Reviews, Related searches",informational,Organic
catagorization,6,9,210,39,0.00,https://navan.com/resources/glossary/what-is-categorization,3,0,0.00,0,151000000,"[15,23,100,15,23,23,0,54,23,0,0,0]",2025-01-07,"Instant answer, Video, People also ask, Related searches",informational,Organic
what is a flight connection,5,5,170,33,0.00,https://navan.com/resources/glossary/what-is-connection-flight,3,0,0.00,0,794000000,"[10,14,14,18,54,18,14,35,35,100,43,66]",2024-12-23,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches, See results about",informational,Organic
company retreat venues,2,2,30,17,18.38,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,3,0,55.00,0.23,7130000,"[18,18,18,18,36,36,18,27,18,18,45,100]",2024-12-31,"Local pack, Reviews, Related searches",commercial,Organic
leisure travel meaning,7,7,210,33,0.00,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,3,0,0.00,0,380000000,"[43,53,65,53,65,100,65,65,81,65,81,65]",2024-12-27,"Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
reimbursable expense,5,5,140,27,9.80,https://navan.com/resources/glossary/what-is-reimbursable-expense,3,0,29.00,0.1,8220000,"[8,13,13,16,24,1,0,0,0,24,0,0]",2024-12-15,"Reviews, Featured snippet, People also ask, Related searches","commercial, informational",Organic
meaning of leisure travel,4,4,170,32,0.00,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,3,0,0.00,0,280000000,"[80,100,80,80,100,80,100,100,100,80,52,80]",2024-12-12,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
definition of reimbursement,7,7,1300,62,0.00,https://navan.com/resources/glossary/what-is-reimbursement,3,0,0.00,0,49200000,"[0,2,29,29,81,16,44,8,2,10,100,7]",2025-01-03,"Instant answer, Image pack, Reviews, People also ask, Related searches",informational,Organic
meaning of depreciation,5,5,140,34,0.00,https://navan.com/resources/glossary/what-is-depreciation,3,0,0.00,0,99600000,"[44,18,28,28,28,23,18,11,11,8,15,23]",2024-12-25,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
what is depriciation,5,5,170,57,0.35,https://navan.com/resources/glossary/what-is-depreciation,3,0,1.00,0,89000000,"[26,11,0,0,0,14,11,14,11,7,100,14]",2024-12-21,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
emergencey exit,10,10,720,28,2.06,https://navan.com/resources/glossary/what-is-emergency-exit-row,3,0,6.00,1,303000000,"[3,5,3,4,4,4,3,3,0,0,0,0]",2025-01-05,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
ndc fares,7,7,210,22,5.81,https://navan.com/uk/blog/news-updates/how-ndc-is-shaking-up-airfare-pricing,3,0,17.00,0.11,315000,"[43,23,53,53,82,100,82,53,43,28,35,43]",2025-01-02,"Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
company retreats,7,7,210,42,8.40,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,3,0,25.00,0.2,31100000,"[29,19,36,12,12,10,3,23,23,23,23,54]",2024-12-28,"Image pack, Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
business travel tracking,2,2,30,22,27.72,https://navan.com/blog/traveler-experience/best-apps-for-business-travelers,3,0,83.00,0.34,661000000,"[81,18,18,18,18,18,18,18,18,27,18,100]",2024-12-27,"Reviews, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
rebooking,9,9,390,18,0.89,https://navan.com/resources/glossary/what-is-rebooking-fee,3,0,2.00,1,19800000,"[5,16,24,3,76,6,100,20,67,8,5,55]",2024-12-18,"Reviews, Video, People also ask, Related searches",informational,Organic
whats tmc,2,2,90,41,0.00,https://navan.com/blog/business-travel-management/what-is-a-tmc-and-why-do-companies-need-one,3,0,0.00,0,646000,"[9,9,9,9,9,9,66,52,80,80,80,100]",2025-01-03,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
